"(PDH-TSV 4.0) (Iran Standard Time)(-210)"	"\\SALAVATI-989DEF\Memory\Cache Bytes"	"\\SALAVATI-989DEF\Memory\Pool Paged Allocs"	"\\SALAVATI-989DEF\Memory\System Driver Total Bytes"	"\\SALAVATI-989DEF\System\Context Switches/sec"	"\\SALAVATI-989DEF\Thread(_Total/_Total)\Context Switches/sec"
"12/11/2009 16:23:07.859"	"50249728"	"41739"	"2215936"	"2732.5009084683243"	"2083.1331398766351"
"12/11/2009 16:23:08.859"	"49926144"	"41642"	"2215936"	"2160.0302131239687"	"395.10301948507134"
"12/11/2009 16:23:09.859"	"49938432"	"41653"	"2215936"	"2554.268945660438"	"2538.2672608011712"
"12/11/2009 16:23:10.859"	"49950720"	"41631"	"2215936"	"6109.6139925542575"	"6084.6114798985273"
"12/11/2009 16:23:11.859"	"49963008"	"41771"	"2215936"	"2768.2924925712414"	"2735.2890054849513"
"12/11/2009 16:23:12.859"	"49758208"	"41700"	"2215936"	"4508.3183845073918"	"4393.3102624536314"
"12/11/2009 16:23:13.859"	"49811456"	"41785"	"2215936"	"1307.1496547548845"	"1305.1494257499039"
"12/11/2009 16:23:14.859"	"49819648"	"41794"	"2215936"	"1240.1392556387909"	"1244.1397048505291"
"12/11/2009 16:23:15.859"	"49786880"	"41760"	"2215936"	"1375.1571821492514"	"1373.1569535206706"
"12/11/2009 16:23:16.859"	"49819648"	"41711"	"2215936"	"2375.2612201720453"	"2374.2611101846041"
"12/11/2009 16:23:17.859"	"49815552"	"41608"	"2215936"	"1656.1589981409038"	"1653.1587101007933"
"12/11/2009 16:23:18.875"	"49401856"	"41317"	"2215936"	"2915.7314102401369"	" "
"12/11/2009 16:23:19.890"	"49397760"	"41380"	"2215936"	"451.99051067146945"	" "
"12/11/2009 16:23:20.906"	"49381376"	"41126"	"2215936"	"2468.6797853558915"	"2362.3305963577118"
"12/11/2009 16:23:21.921"	"49446912"	"41356"	"2215936"	"1206.2851041268475"	"1206.2851041268475"
"12/11/2009 16:23:22.921"	"49459200"	"43262"	"2215936"	"14167.998323283384"	"9860.694816656609"
"12/11/2009 16:23:23.921"	"49471488"	"43128"	"2215936"	"3403.3848155201053"	"3404.3849286013628"
"12/11/2009 16:23:24.921"	"49471488"	"43130"	"2215936"	"2431.2715181017538"	"2433.2717414815165"
"12/11/2009 16:23:25.921"	"49471488"	"43181"	"2215936"	"792.08997291038372"	"792.08997291038372"
"12/11/2009 16:23:26.921"	"49483776"	"43191"	"2215936"	"480.05555076834224"	"479.05543503757485"
